iteration,best_score,avg_score,computation_time,ei_value,batch_size
1,3.7923895835876467,-0.7673008680343628,3.651257276535034,-303.3940455810358,12
2,0.0,-1.3333333333333333,2.9207966327667236,-357.60901574502276,12
3,0.0,-1.3333333333333333,2.497390031814575,-700.9603825697619,12
4,4.819424790143967,-0.6817146008213362,1.9884932041168213,-835.6119911741497,12
5,0.0,-0.9583333333333334,2.3748044967651367,-67.11695181455146,12
6,6.074042794108391,-1.076462133973837,1.7422261238098145,-123.1203038195261,12
7,3.016391134262085,-0.8736340721448262,2.1002180576324463,-20.781206318890856,12
8,5.7393871486186985,0.36432137042284013,1.827568531036377,-46.02208379852461,12
9,5.49747456908226,-0.166877119243145,1.7997684478759766,-130.77936509988396,12
10,0.5690136909484864,-1.035915525754293,1.0580518245697021,2.248063493899018,12
11,5.69165005683899,0.5528884559869767,2.0573770999908447,-81.78076191954295,12
12,5.404330027103424,0.06814070244630181,1.544607400894165,-156.64204670490358,12
13,2.4599206924438475,-1.0866732756296793,1.6400079727172852,-70.20198804286981,12
14,5.29939900636673,0.02219967544078827,1.9610726833343506,-359.80174148144033,12
15,3.91369469165802,-0.6321921090284983,1.603010654449463,-185.88814301660872,12
16,5.422979748249054,-0.16882032255331678,1.639303207397461,-312.79316807922226,12
17,0.0,-1.0416666666666667,1.5793399810791016,-16.845097676188743,12
18,5.124208462238312,-0.6979826281468074,2.0547895431518555,-118.46940229646104,12
19,0.7392681121826173,-1.271727657318115,2.395801067352295,-184.7040513534363,12
20,2.672387933731079,-0.8189676721890767,4.88692831993103,-204.61261429665993,12
21,0.0,-0.9166666666666666,3.136115312576294,-154.9617264729537,12
22,3.8374563932418826,-0.5121099650859833,2.226234197616577,-64.20642449599784,12
23,5.330126476287842,0.9220284909009934,1.92051100730896,-83572922601.0189,12
24,5.08846880197525,-0.15237867136796313,1.7324087619781494,-3.4075364716764653,12
