iteration,best_score,avg_score,computation_time,ei_value,batch_size
1,4.980645847320557,-0.20054988066355386,3.7657032012939453,-94.17130160671145,12
2,5.331564709544182,-0.43070294087131816,2.979490280151367,-3715.1957154370302,12
3,5.5337261199951175,0.03390439351399743,2.3903801441192627,-17980.30506229213,12
4,5.272637045383453,0.31429572006066636,1.9948604106903076,-30618.32776754956,12
5,5.209079372882843,0.19836116234461465,2.085258722305298,-119729.8477382345,12
6,4.398817801475525,-0.38343184987703954,1.6476008892059326,-283970.11670142465,12
7,5.970451113581658,0.10836204066872601,1.8052842617034912,-51203.97591854061,12
8,4.362319731712342,-0.34480668902397155,1.5999927520751953,-36644.80318803436,12
9,4.765483570098877,0.43661328752835593,1.6483664512634277,-90559.34534438628,12
10,5.449612247943878,0.5214484165112175,1.6709299087524414,-24663.969970280654,12
11,2.405337762832642,-0.5495551864306132,2.0990819931030273,-50209.46159392703,12
12,4.124312496185302,-0.22026548385620118,1.8927829265594482,-2245.420468694674,12
