iteration,best_score,avg_score,computation_time,ei_value,batch_size
1,6.592027845978737,1.3626626792053382,4.017787456512451,-1120.3705534287772,12
2,4.825401306152344,-0.4813493887583415,2.8628461360931396,-7157.728801305581,12
3,5.161341726779938,0.021977596481641142,2.4132578372955322,-24440.29036808599,12
4,2.998424530029297,-0.7501312891642252,2.358525276184082,-596.4621250881628,12
5,4.806756091117859,0.21630761424700426,2.2601451873779297,-710.5772347291863,12
6,6.123931589722633,-0.09633994176983836,1.8196351528167725,-1388.858299320729,12
7,1.002644443511963,-0.9581129630406697,1.805131435394287,-5424.721655117743,12
8,5.299963653087616,-0.266669695576032,1.7451272010803223,-1941.3565640299446,12
9,0.0,-1.0,1.7639410495758057,-866.8595966868083,12
10,5.764196050167084,-0.3529836624860763,2.2495040893554688,-2042.255996605453,12
11,2.466904640197754,-0.7944246133168539,2.213271141052246,-3436.5462503723916,12
12,5.859151056408882,1.5489385835826397,1.3746507167816162,-3685.336750939305,12
13,5.520722961425781,-0.2911561568578085,1.4157919883728027,-29234.646148672487,12
14,5.677954924106598,0.9736301620801292,1.3820040225982666,-41840.66446290361,12
15,4.834068417549133,0.39847771128018694,1.3314387798309326,-45399.369273380005,12
16,5.787025284767151,-0.5177478929360707,1.4402239322662354,-39403.611505135086,12
